clip_id	speaker_id	speaker_partition	split	condition	category	audio_path	duration_seconds	size_bytes	transcript_status
s05_019	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_019.wav	5.353500	171390	expected_reference_from_frozen_script
s05_020	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_020.wav	4.473500	143230	expected_reference_from_frozen_script
s05_021	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_021.wav	5.093500	163070	expected_reference_from_frozen_script
s05_022	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_022.wav	5.433500	173950	expected_reference_from_frozen_script
s05_023	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_023.wav	5.213500	166910	expected_reference_from_frozen_script
s05_024	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_024.wav	4.913500	157310	expected_reference_from_frozen_script
s05_025	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_025.wav	4.473500	143230	expected_reference_from_frozen_script
s05_026	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_026.wav	6.513500	208510	expected_reference_from_frozen_script
s05_027	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_027.wav	5.113500	163710	expected_reference_from_frozen_script
s05_028	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_028.wav	5.113500	163710	expected_reference_from_frozen_script
s05_029	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_029.wav	5.513500	176510	expected_reference_from_frozen_script
s05_030	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_030.wav	4.393500	140670	expected_reference_from_frozen_script
s05_031	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_031.wav	4.753500	152190	expected_reference_from_frozen_script
s05_032	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_032.wav	4.973500	159230	expected_reference_from_frozen_script
s05_033	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_033.wav	5.293500	169470	expected_reference_from_frozen_script
s05_034	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_034.wav	4.553500	145790	expected_reference_from_frozen_script
s05_035	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_035.wav	4.953500	158590	expected_reference_from_frozen_script
s05_036	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_036.wav	4.393500	140670	expected_reference_from_frozen_script
s05_037	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_037.wav	4.313500	138110	expected_reference_from_frozen_script
s05_038	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_038.wav	4.613500	147710	expected_reference_from_frozen_script
s05_039	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_039.wav	5.033500	161150	expected_reference_from_frozen_script
s05_040	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_040.wav	5.153500	164990	expected_reference_from_frozen_script
s06_001	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_001.wav	7.188000	230094	expected_reference_from_frozen_script
s06_002	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_002.wav	5.822688	186404	expected_reference_from_frozen_script
s06_003	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_003.wav	5.908000	189134	expected_reference_from_frozen_script
s06_004	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_004.wav	7.785313	249208	expected_reference_from_frozen_script
s06_005	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_005.wav	6.249313	200056	expected_reference_from_frozen_script
s06_006	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_006.wav	5.652000	180942	expected_reference_from_frozen_script
s06_007	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_007.wav	5.396000	172750	expected_reference_from_frozen_script
s06_008	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_008.wav	5.566688	178212	expected_reference_from_frozen_script
s06_009	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_009.wav	5.993313	191864	expected_reference_from_frozen_script
s06_010	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_010.wav	5.737313	183672	expected_reference_from_frozen_script
s06_011	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_011.wav	5.908000	189134	expected_reference_from_frozen_script
s06_012	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_012.wav	4.713313	150904	expected_reference_from_frozen_script
s06_013	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_013.wav	5.908000	189134	expected_reference_from_frozen_script
s06_014	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_014.wav	5.822688	186404	expected_reference_from_frozen_script
s06_015	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_015.wav	5.993313	191864	expected_reference_from_frozen_script
s06_016	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_016.wav	6.846688	219172	expected_reference_from_frozen_script
s06_017	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_017.wav	5.481313	175480	expected_reference_from_frozen_script
s06_018	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_018.wav	5.396000	172750	expected_reference_from_frozen_script
s06_019	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_019.wav	6.249313	200056	expected_reference_from_frozen_script
s06_020	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_020.wav	4.713313	150904	expected_reference_from_frozen_script
s06_021	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_021.wav	6.590688	210980	expected_reference_from_frozen_script
s06_022	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_022.wav	5.310688	170020	expected_reference_from_frozen_script
s06_023	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_023.wav	5.140000	164558	expected_reference_from_frozen_script
s06_024	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_024.wav	5.225313	167288	expected_reference_from_frozen_script
s06_025	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_025.wav	7.444000	238286	expected_reference_from_frozen_script
s06_026	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_026.wav	5.310688	170020	expected_reference_from_frozen_script
s06_027	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_027.wav	4.542688	145444	expected_reference_from_frozen_script
s06_028	s06	test_speaker	train	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_028.wav	5.737313	183672	expected_reference_from_frozen_script
s06_029	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_029.wav	7.444000	238286	expected_reference_from_frozen_script
s06_030	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_030.wav	5.310688	170020	expected_reference_from_frozen_script
s06_031	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_031.wav	4.969313	159096	expected_reference_from_frozen_script
s06_032	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_032.wav	4.628000	148174	expected_reference_from_frozen_script
s06_033	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_033.wav	7.358688	235556	expected_reference_from_frozen_script
s06_034	s06	test_speaker	heldout_real	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_034.wav	5.737313	183672	expected_reference_from_frozen_script
s06_035	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_035.wav	5.737313	183672	expected_reference_from_frozen_script
s06_036	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_036.wav	6.761313	216440	expected_reference_from_frozen_script
s06_037	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_037.wav	6.761313	216440	expected_reference_from_frozen_script
s06_038	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_038.wav	5.993313	191864	expected_reference_from_frozen_script
s06_039	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_039.wav	5.140000	164558	expected_reference_from_frozen_script
s06_040	s06	test_speaker	heldout_fake	voice_memo_aac_mp4	mixed_technical_dictation	audio/converted/s06/s06_040.wav	5.908000	189134	expected_reference_from_frozen_script
